case_id,act_name,section_no_title,section_title,legal_text,case_type,case_facts,case_summary,petitioner,respondent,court_name,judge_name,filing_date,judgment_date,outcome,judgment_reason,citation,state,police_station_or_forum,advocate_name
INDLAW-2549,Labour Laws,Factories Act - Health and safety provisions,Health and safety provisions,Synthetic summary of Factories Act - Health and safety provisions. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Debitis officia expedita cumque. Sint aperiam molestias nemo dolorem eaque suscipit.,"This case concerns Factories Act - Health and safety provisions under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Udarsh Narayan,Jairaj Deep,"District Court, Mumbai",Yash Krishna,2019-04-27,2025-12-22,Acquitted,labour benefit granted,528 AIR 2025 953,Karnataka,Consumer Forum,Lila Minhas
INDLAW-2550,"Indian Evidence Act, 1872",Section 27 - Discovery statement,Discovery statement,Synthetic summary of Section 27 - Discovery statement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Earum ullam aperiam. Porro placeat ullam incidunt dolore.,"This case concerns Section 27 - Discovery statement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Bhavna Shetty,Qadim Rout,Cyber Crime Court,Rudra Chopra,2024-05-06,2025-12-29,Partly Allowed,constitutional remedy granted,137 AIR 2002 61,Delhi,Cyber Cell,Osha Prashad
INDLAW-2551,Code of Criminal Procedure (CrPC),Section 167 - Procedure when investigation cannot be completed in 24 hours,Procedure when investigation cannot be completed in 24 hours,Synthetic summary of Section 167 - Procedure when investigation cannot be completed in 24 hours. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Eligendi culpa libero iure amet earum. Recusandae impedit ad incidunt animi quis veniam.,"This case concerns Section 167 - Procedure when investigation cannot be completed in 24 hours under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Amrita Hari,Kashvi Kashyap,High Court of Delhi,Girish Zachariah,2023-02-04,2026-03-17,Dismissed,consumer deficiency proved,888 AIR 2010 705,Telangana,Local Police Station,Farhan Rao
INDLAW-2552,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,At autem quo nihil quod. Exercitationem eius magni temporibus.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Aahana Handa,Ekani Goswami,"Labour Court, Chennai",Avni Rajagopal,2020-02-02,2025-12-01,Dismissed,consumer deficiency proved,826 AIR 2006 918,Gujarat,GST Intelligence Unit,Oviya Narayanan
INDLAW-2553,Indian Penal Code (IPC),Section 420 - Cheating,Cheating,Synthetic summary of Section 420 - Cheating. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Sunt ea consectetur modi placeat ad consectetur. Nisi fuga ratione nostrum quibusdam. Id aliquam asperiores. Fugiat alias architecto repellendus porro deleniti.,"This case concerns Section 420 - Cheating under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Amaira Koshy,Jalsa Kumer,"Labour Court, Chennai",Girindra Sidhu,2023-06-18,2025-12-05,Convicted,tax demand confirmed,167 AIR 2001 33,Kerala,Labour Commissioner Office,Hamsini Rege
INDLAW-2554,Code of Civil Procedure (CPC),Section 10 - Stay of suit,Stay of suit,Synthetic summary of Section 10 - Stay of suit. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Commodi repudiandae est atque suscipit. Officiis consequuntur animi quae quae hic explicabo.,"This case concerns Section 10 - Stay of suit under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Nisha Swamy,Tanmayi Hari,"Labour Court, Chennai",Gunbir Nanda,2018-06-27,2025-11-26,Remanded,bail granted on conditions,236 AIR 2026 335,West Bengal,GST Intelligence Unit,Falguni Golla
INDLAW-2555,"Indian Evidence Act, 1872",Section 65B - Electronic records,Electronic records,Synthetic summary of Section 65B - Electronic records. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Nobis distinctio quia quam debitis. Molestias perferendis facilis aspernatur amet. Modi incidunt ab praesentium modi accusantium doloribus.,"This case concerns Section 65B - Electronic records under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Aahana Dutta,Udant Pradhan,Supreme Court of India,Faras Varghese,2021-05-22,2025-10-14,Partly Allowed,consumer deficiency proved,525 AIR 2002 499,Telangana,Cyber Cell,Siddharth Chacko
INDLAW-2556,Indian Penal Code (IPC),Section 379 - Theft,Theft,Synthetic summary of Section 379 - Theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Vel fugit nulla deserunt itaque. In sequi at iusto inventore aliquam.,"This case concerns Section 379 - Theft under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Vanya Thaman,Tanveer Comar,Cyber Crime Court,Urvashi Pradhan,2019-02-14,2026-03-22,Acquitted,electronic evidence accepted,838 AIR 2005 428,Tamil Nadu,Central Crime Branch,Prisha Kale
INDLAW-2557,"Indian Evidence Act, 1872",Section 32 - Cases in which statement of relevant fact by person who is dead is relevant,Cases in which statement of relevant fact by person who is dead is relevant,Synthetic summary of Section 32 - Cases in which statement of relevant fact by person who is dead is relevant. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Error recusandae aliquid sed hic. Adipisci deleniti fugit tenetur cum.,"This case concerns Section 32 - Cases in which statement of relevant fact by person who is dead is relevant under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Ira Chadha,Anamika Thakur,Consumer Disputes Redressal Commission,Udant Sahni,2019-07-16,2025-09-30,Allowed,procedural violation,594 AIR 2024 845,Karnataka,Cyber Cell,Harini Gade
INDLAW-2558,Code of Civil Procedure (CPC),Order 39 Rule 1 - Temporary injunction,Temporary injunction,Synthetic summary of Order 39 Rule 1 - Temporary injunction. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Doloribus debitis maiores nihil. Assumenda ipsa veniam nostrum fugiat sit exercitationem. Quisquam autem fugit temporibus voluptates porro ex.,"This case concerns Order 39 Rule 1 - Temporary injunction under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Jai Ben,Krishna Bal,"Labour Court, Chennai",Ekani Tiwari,2025-04-22,2025-09-07,Convicted,labour benefit granted,888 AIR 2023 820,Tamil Nadu,Labour Commissioner Office,Nakul Devan
INDLAW-2559,"Consumer Protection Act, 2019",Section 35 - Complaint before District Commission,Complaint before District Commission,Synthetic summary of Section 35 - Complaint before District Commission. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Similique adipisci sit iste deserunt dolores. Quod illum aliquid dolores.,"This case concerns Section 35 - Complaint before District Commission under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Vasatika Sami,Dalbir Desai,Supreme Court of India,Tarak Raj,2023-06-28,2025-09-22,Acquitted,tax demand confirmed,118 AIR 2013 604,Delhi,Labour Commissioner Office,Janaki Sen
INDLAW-2560,GST Act,Section 54 - Refund of tax,Refund of tax,Synthetic summary of Section 54 - Refund of tax. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Optio officia delectus et cumque cupiditate. Cupiditate recusandae dolore explicabo amet. Animi hic dignissimos aperiam accusamus.,"This case concerns Section 54 - Refund of tax under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Robert Sodhi,Aarnav Hari,Consumer Disputes Redressal Commission,Rachana Wadhwa,2021-11-27,2025-08-26,Convicted,bail granted on conditions,371 AIR 2009 913,Tamil Nadu,Cyber Cell,Aarav Mittal
INDLAW-2561,Constitution of India,Article 32 - Constitutional remedies,Constitutional remedies,Synthetic summary of Article 32 - Constitutional remedies. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Repudiandae asperiores ullam quaerat fuga. Ipsam neque eaque consequuntur at nemo.,"This case concerns Article 32 - Constitutional remedies under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Aarini Datta,Nirja Loke,Supreme Court of India,Urvi Trivedi,2024-09-30,2025-07-19,Convicted,lack of evidence,327 AIR 2026 461,Karnataka,Labour Commissioner Office,Lopa Reddy
INDLAW-2562,Indian Penal Code (IPC),Section 406 - Criminal Breach of Trust,Criminal Breach of Trust,Synthetic summary of Section 406 - Criminal Breach of Trust. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Aliquid fugit cumque sint neque itaque quaerat non. Officia recusandae architecto cumque nemo culpa. Illo rerum officia quisquam.,"This case concerns Section 406 - Criminal Breach of Trust under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Tara Nagar,Harsh Pai,High Court of Madras,Sai Dhawan,2022-01-27,2025-06-29,Acquitted,labour benefit granted,116 AIR 2016 890,Kerala,Local Police Station,Chaitaly Kari
INDLAW-2563,Indian Penal Code (IPC),Section 406 - Criminal Breach of Trust,Criminal Breach of Trust,Synthetic summary of Section 406 - Criminal Breach of Trust. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Voluptates distinctio id. Voluptate expedita quisquam possimus facere.,"This case concerns Section 406 - Criminal Breach of Trust under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Krishna Bera,Advay Chakraborty,"District Court, Mumbai",Zaid Mann,2022-05-03,2025-10-03,Dismissed,electronic evidence accepted,498 AIR 2017 744,Telangana,Cyber Cell,Omisha Dhar
INDLAW-2564,"Consumer Protection Act, 2019",Section 2(47) - Unfair trade practice,Unfair trade practice,Synthetic summary of Section 2(47) - Unfair trade practice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Soluta reprehenderit velit sint numquam. Porro dicta sequi architecto. Aut vitae impedit ut aliquam at maiores earum.,"This case concerns Section 2(47) - Unfair trade practice under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Zilmil Parekh,Praneel Ranganathan,"Labour Court, Chennai",Omisha Saha,2024-06-22,2026-05-14,Dismissed,tax demand confirmed,762 AIR 2007 970,Gujarat,Central Crime Branch,Tristan Ben
INDLAW-2565,Code of Criminal Procedure (CrPC),Section 125 - Maintenance,Maintenance,Synthetic summary of Section 125 - Maintenance. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Iure velit sequi quisquam vel sequi nam. Omnis blanditiis qui recusandae.,"This case concerns Section 125 - Maintenance under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Abeer Bains,Nisha Bahl,High Court of Delhi,Vasudha Dhar,2023-11-21,2025-07-06,Acquitted,consumer deficiency proved,525 AIR 2005 928,West Bengal,Cyber Cell,Harsh Basu
INDLAW-2566,Code of Civil Procedure (CPC),Order 39 Rule 1 - Temporary injunction,Temporary injunction,Synthetic summary of Order 39 Rule 1 - Temporary injunction. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Porro officia distinctio quisquam rerum. Optio quibusdam debitis nisi. Vero cum illo ab dignissimos similique.,"This case concerns Order 39 Rule 1 - Temporary injunction under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Karan Minhas,Pallavi Raval,"District Court, Mumbai",Upasna Thakkar,2022-03-17,2025-12-11,Acquitted,procedural violation,178 AIR 2004 895,Delhi,Central Crime Branch,Zashil Dutta
INDLAW-2567,"Information Technology Act, 2000",Section 43 - Penalty for damage to computer systems,Penalty for damage to computer systems,Synthetic summary of Section 43 - Penalty for damage to computer systems. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Consectetur dolor totam aut quam excepturi.,"This case concerns Section 43 - Penalty for damage to computer systems under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Varsha Krishnamurthy,Ira Agarwal,High Court of Delhi,Chasmum Nagi,2025-04-14,2025-10-16,Dismissed,bail granted on conditions,445 AIR 2003 513,Gujarat,Local Police Station,Kabir Narayan
INDLAW-2568,Code of Criminal Procedure (CrPC),Section 167 - Procedure when investigation cannot be completed in 24 hours,Procedure when investigation cannot be completed in 24 hours,Synthetic summary of Section 167 - Procedure when investigation cannot be completed in 24 hours. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Laboriosam ex dicta cum. Praesentium quae labore provident. Magnam animi voluptas cum asperiores perferendis.,"This case concerns Section 167 - Procedure when investigation cannot be completed in 24 hours under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Pahal Verma,Krishna Palla,High Court of Madras,Yoshita Boase,2018-12-06,2025-12-05,Remanded,procedural violation,461 AIR 2005 398,Karnataka,Local Police Station,Ikshita Loyal
INDLAW-2569,Constitution of India,Article 14 - Equality before law,Equality before law,Synthetic summary of Article 14 - Equality before law. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Distinctio nihil explicabo doloribus quis rem. Sequi voluptatibus facilis. Nihil perspiciatis quasi maiores.,"This case concerns Article 14 - Equality before law under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Champak Nori,Aradhana Nigam,High Court of Madras,Bhanumati Bhargava,2021-05-14,2026-05-17,Partly Allowed,constitutional remedy granted,450 AIR 2005 535,Karnataka,Labour Commissioner Office,Niharika Bains
INDLAW-2570,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Fugiat eligendi assumenda veritatis ipsam natus distinctio. Quibusdam dolor possimus vero soluta autem delectus. Ut magnam quo ipsum consequuntur amet.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Lakshit Varma,Keya Chad,"Labour Court, Chennai",Rohan Narang,2025-03-04,2026-04-16,Settled,procedural violation,926 AIR 2016 795,West Bengal,Cyber Cell,Kiaan Balakrishnan
INDLAW-2571,Code of Civil Procedure (CPC),Order 7 Rule 11 - Rejection of plaint,Rejection of plaint,Synthetic summary of Order 7 Rule 11 - Rejection of plaint. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Dicta consectetur molestias error tempore nihil libero. Occaecati tenetur adipisci numquam distinctio vero. Consequuntur consequatur quaerat commodi officia temporibus dolorum.,"This case concerns Order 7 Rule 11 - Rejection of plaint under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Nisha Pathak,Ladli Divan,High Court of Madras,Zaitra Dugar,2021-05-13,2026-01-30,Convicted,bail granted on conditions,670 AIR 2024 469,West Bengal,Consumer Forum,Divya Deshpande
INDLAW-2572,"Indian Evidence Act, 1872",Section 27 - Discovery statement,Discovery statement,Synthetic summary of Section 27 - Discovery statement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Debitis minus maiores adipisci magnam quidem. Tempore amet aspernatur aperiam voluptatem ducimus nesciunt. Nostrum molestiae consectetur nam dolor suscipit nulla molestiae.,"This case concerns Section 27 - Discovery statement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Mohini Hegde,Forum Chakraborty,Supreme Court of India,Rajata Pandit,2021-01-15,2025-08-03,Pending,electronic evidence accepted,103 AIR 2018 364,Tamil Nadu,GST Intelligence Unit,Aradhana Kapadia
INDLAW-2573,"Indian Evidence Act, 1872",Section 32 - Cases in which statement of relevant fact by person who is dead is relevant,Cases in which statement of relevant fact by person who is dead is relevant,Synthetic summary of Section 32 - Cases in which statement of relevant fact by person who is dead is relevant. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Maxime voluptates architecto voluptatum. Quos nobis at.,"This case concerns Section 32 - Cases in which statement of relevant fact by person who is dead is relevant under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Jack Gaba,Samuel Dixit,Supreme Court of India,Urmi Sidhu,2020-10-17,2025-08-27,Remanded,bail granted on conditions,187 AIR 2004 864,Delhi,Local Police Station,Wyatt Oza
INDLAW-2574,"Consumer Protection Act, 2019",Section 82 - Punishment for false or misleading advertisement,Punishment for false or misleading advertisement,Synthetic summary of Section 82 - Punishment for false or misleading advertisement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Occaecati asperiores magnam atque pariatur maiores harum. In voluptas expedita laudantium at itaque. Ad quisquam explicabo temporibus harum et recusandae alias.,"This case concerns Section 82 - Punishment for false or misleading advertisement under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Lila Mitter,Tanveer Garde,High Court of Delhi,Mitesh Babu,2020-07-09,2025-10-11,Pending,bail granted on conditions,666 AIR 2017 744,Telangana,Central Crime Branch,Kashish Virk
INDLAW-2575,Indian Penal Code (IPC),Section 420 - Cheating,Cheating,Synthetic summary of Section 420 - Cheating. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Quo perferendis nobis ut. Iure odit voluptates deserunt inventore minima hic.,"This case concerns Section 420 - Cheating under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Samaksh Chadha,Warinder Iyengar,"District Court, Mumbai",Udyati Konda,2019-05-19,2026-05-07,Settled,consumer deficiency proved,139 AIR 2003 57,Kerala,GST Intelligence Unit,Qushi Dhaliwal
INDLAW-2576,Code of Civil Procedure (CPC),Order 39 Rule 1 - Temporary injunction,Temporary injunction,Synthetic summary of Order 39 Rule 1 - Temporary injunction. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Quidem minima porro molestiae. Veritatis quos in aliquam dolorum labore non.,"This case concerns Order 39 Rule 1 - Temporary injunction under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Nathaniel Ramesh,Yashasvi Prabhakar,High Court of Delhi,Kevin Parsa,2024-06-14,2026-02-23,Acquitted,tax demand confirmed,970 AIR 2013 77,Telangana,Central Crime Branch,Ekantika Gaba
INDLAW-2577,Labour Laws,Industrial Disputes Act - Reference of disputes,Reference of disputes,Synthetic summary of Industrial Disputes Act - Reference of disputes. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Repellat incidunt inventore. Molestias nulla dolores repellat debitis laboriosam ullam. Repudiandae quisquam dolores nulla suscipit repudiandae. Voluptate itaque dolore non doloribus.,"This case concerns Industrial Disputes Act - Reference of disputes under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Edhitha Bhargava,Pallavi Singh,"Labour Court, Chennai",Warhi Mannan,2018-09-04,2026-04-22,Allowed,lack of evidence,391 AIR 2010 190,Delhi,Cyber Cell,Simon Dhar
INDLAW-2578,"Consumer Protection Act, 2019",Section 82 - Punishment for false or misleading advertisement,Punishment for false or misleading advertisement,Synthetic summary of Section 82 - Punishment for false or misleading advertisement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Aliquid aspernatur ratione modi dolor amet alias aliquid. Delectus est delectus vel quod. Quisquam at in facilis numquam dicta quas.,"This case concerns Section 82 - Punishment for false or misleading advertisement under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Lucky Srinivas,Vaishnavi Hans,Consumer Disputes Redressal Commission,Lavanya Doctor,2020-10-06,2025-05-26,Dismissed,procedural violation,370 AIR 2024 342,Telangana,Central Crime Branch,Faras Kadakia
INDLAW-2579,Code of Civil Procedure (CPC),Section 11 - Res judicata,Res judicata,Synthetic summary of Section 11 - Res judicata. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Cumque dignissimos ea asperiores maxime totam quod laudantium. Cum magni vel numquam minima voluptatibus. Laudantium iste reprehenderit excepturi perferendis.,"This case concerns Section 11 - Res judicata under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Irya Issac,Manthan Jain,High Court of Madras,Gavin Murty,2020-04-26,2025-08-18,Convicted,lack of evidence,383 AIR 2009 862,Delhi,GST Intelligence Unit,Hemang Sekhon
INDLAW-2580,"Consumer Protection Act, 2019",Section 82 - Punishment for false or misleading advertisement,Punishment for false or misleading advertisement,Synthetic summary of Section 82 - Punishment for false or misleading advertisement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Repellat iste nisi. Quas nobis id optio quae dignissimos.,"This case concerns Section 82 - Punishment for false or misleading advertisement under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Gaurav Bali,Daniel Tak,"District Court, Mumbai",Onveer Kohli,2022-05-06,2026-03-13,Dismissed,labour benefit granted,870 AIR 2001 320,West Bengal,Central Crime Branch,Wahab Muni
INDLAW-2581,"Indian Evidence Act, 1872",Section 32 - Cases in which statement of relevant fact by person who is dead is relevant,Cases in which statement of relevant fact by person who is dead is relevant,Synthetic summary of Section 32 - Cases in which statement of relevant fact by person who is dead is relevant. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Magni nostrum accusamus vitae. Commodi atque asperiores impedit dolores aliquam sunt.,"This case concerns Section 32 - Cases in which statement of relevant fact by person who is dead is relevant under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Vivaan Agrawal,Nitesh Nayar,High Court of Delhi,Saksham Nigam,2019-07-22,2025-11-19,Dismissed,procedural violation,702 AIR 2000 110,Gujarat,Central Crime Branch,Vivaan Mani
INDLAW-2582,Labour Laws,Industrial Disputes Act - Reference of disputes,Reference of disputes,Synthetic summary of Industrial Disputes Act - Reference of disputes. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Tenetur fuga dolore repellendus. Magni voluptate exercitationem dolor at non.,"This case concerns Industrial Disputes Act - Reference of disputes under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Chavvi Yadav,Nandini Shetty,High Court of Madras,Bhavya Nagy,2023-12-25,2025-08-05,Acquitted,constitutional remedy granted,705 AIR 2017 917,Karnataka,Central Crime Branch,Saumya Karnik
INDLAW-2583,"Indian Evidence Act, 1872",Section 27 - Discovery statement,Discovery statement,Synthetic summary of Section 27 - Discovery statement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Velit atque rerum ipsa neque alias. Dolorem assumenda optio molestiae. Possimus iure voluptate.,"This case concerns Section 27 - Discovery statement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Tripti Kaul,Upadhriti Chaudry,High Court of Madras,Lavanya Rajagopalan,2020-12-18,2026-03-05,Allowed,bail granted on conditions,323 AIR 2023 726,Maharashtra,Cyber Cell,Indali Salvi
INDLAW-2584,"Consumer Protection Act, 2019",Section 2(47) - Unfair trade practice,Unfair trade practice,Synthetic summary of Section 2(47) - Unfair trade practice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Ab eligendi quaerat corporis itaque aut labore. Consequuntur excepturi sapiente vitae. Officia nulla asperiores nostrum exercitationem quidem ratione.,"This case concerns Section 2(47) - Unfair trade practice under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Aachal Pillai,Advay Rajan,Supreme Court of India,Parth Ramakrishnan,2024-02-08,2026-03-27,Acquitted,electronic evidence accepted,604 AIR 2017 244,Tamil Nadu,Labour Commissioner Office,Idika Mittal
INDLAW-2585,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Sit nisi voluptas officiis excepturi. Dolores eos totam.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Udarsh Chana,Dominic Nair,"District Court, Chennai",Gautami Rajagopal,2021-11-07,2025-07-24,Acquitted,tax demand confirmed,239 AIR 2012 998,West Bengal,Local Police Station,Harita Saha
INDLAW-2586,Constitution of India,Article 21 - Protection of life and personal liberty,Protection of life and personal liberty,Synthetic summary of Article 21 - Protection of life and personal liberty. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Aut est aliquam asperiores. Occaecati veritatis qui praesentium ex esse.,"This case concerns Article 21 - Protection of life and personal liberty under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Wazir Kibe,Radhika Varghese,High Court of Madras,Dhriti Badal,2022-09-15,2025-10-05,Settled,consumer deficiency proved,763 AIR 2019 510,Tamil Nadu,Central Crime Branch,Zarna Comar
INDLAW-2587,GST Act,Section 74 - Tax not paid or short paid by reason of fraud,Tax not paid or short paid by reason of fraud,Synthetic summary of Section 74 - Tax not paid or short paid by reason of fraud. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Laborum blanditiis repudiandae odit neque debitis. Exercitationem suscipit quos dolorem totam quisquam perspiciatis. Illo fugit illo voluptatibus.,"This case concerns Section 74 - Tax not paid or short paid by reason of fraud under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Damini Hegde,Saanvi Balakrishnan,"District Court, Mumbai",Yashvi Pathak,2022-02-21,2025-11-15,Partly Allowed,constitutional remedy granted,933 AIR 2020 595,Delhi,GST Intelligence Unit,Ria Ramanathan
INDLAW-2588,"Information Technology Act, 2000",Section 66 - Computer related offences,Computer related offences,Synthetic summary of Section 66 - Computer related offences. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Porro dignissimos nisi illum. Animi veritatis architecto magnam. Repudiandae ipsam quibusdam at.,"This case concerns Section 66 - Computer related offences under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Raksha Parikh,Karan Muni,"District Court, Chennai",Pallavi Merchant,2020-09-05,2025-08-10,Convicted,lack of evidence,848 AIR 2002 701,West Bengal,Cyber Cell,Yochana Chopra
INDLAW-2589,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Iure debitis iusto quam adipisci. Ut maxime aut perferendis.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Isaac Sethi,Oeshi Issac,Supreme Court of India,Wishi Ray,2025-03-16,2025-09-07,Convicted,procedural violation,949 AIR 2022 15,West Bengal,Central Crime Branch,Jagrati Prashad
INDLAW-2590,"Indian Evidence Act, 1872",Section 27 - Discovery statement,Discovery statement,Synthetic summary of Section 27 - Discovery statement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Facilis quaerat adipisci voluptatum reiciendis alias mollitia. Hic earum unde animi. Maxime molestias placeat.,"This case concerns Section 27 - Discovery statement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Suhani Pillay,Yachana Vasa,High Court of Delhi,Ranbir Palan,2022-07-03,2025-09-06,Partly Allowed,procedural violation,989 AIR 2011 333,West Bengal,Labour Commissioner Office,Hitesh Rajan
INDLAW-2591,"Consumer Protection Act, 2019",Section 35 - Complaint before District Commission,Complaint before District Commission,Synthetic summary of Section 35 - Complaint before District Commission. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Rerum veritatis voluptatum voluptatum. Nulla asperiores totam asperiores fuga.,"This case concerns Section 35 - Complaint before District Commission under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Dominic Morar,Urmi Hayre,"District Court, Chennai",Anjali Shenoy,2023-10-16,2026-04-23,Partly Allowed,electronic evidence accepted,498 AIR 2011 193,Karnataka,Labour Commissioner Office,Aadhya Lad
